t_idx,range_A0,range_A1,range_A2,range_A3,range_A4,range_A5,range_A6,range_A7,gt_A0,gt_A1,gt_A2,gt_A3,gt_A4,gt_A5,gt_A6,gt_A7,class_A0,class_A1,class_A2,class_A3,class_A4,class_A5,class_A6,class_A7,second,msg_idx,t_sec
1550,28055.04314117445,15053.603566319844,2012.8877237225158,25864.655990688676,16194.248297500608,8537.423973539318,30595.51596736936,13710.718023167006,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,77000.0,10000.0,77500.0
1551,27997.094848513392,15027.825852647169,2097.0709865255853,25825.57734843357,16482.463797565153,8593.380773727073,30814.674316683988,13721.946847868248,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,77000.0,11000.0,77550.0
1552,28007.51743693156,15076.755034909827,2060.394689932524,25774.22394519553,15863.535438564975,8447.422576008188,30880.371982915683,13482.143735276344,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,77000.0,12000.0,77600.0
1553,28023.252966385873,15038.400026887648,2029.7681749580922,26100.22976443483,16183.62523267178,8444.976722846746,30850.486429766002,13773.51848707489,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,77000.0,13000.0,77650.0
1554,28043.48984809573,14996.50681319399,2078.9095605723555,25889.4088808243,16677.695535948627,8617.792818861984,30840.988418993144,12853.37687665805,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,77000.0,14000.0,77700.0
1555,27975.5788545278,15047.857363699273,2113.492545136469,25933.78558174614,16272.815883047862,8686.200598243226,30718.57258992089,13749.381799244957,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,77000.0,15000.0,77750.0
1556,28024.62973306647,14995.145481743917,2035.3700890554212,25908.439347297608,16331.656845986621,8480.219111049833,30677.474783122718,13387.145178575889,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,77000.0,16000.0,77800.0
1557,27983.857243389484,15052.362715510175,2060.3125649181775,26070.839797124274,16272.231981178385,8546.85093648625,30787.895387987326,13623.884809719633,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,77000.0,17000.0,77850.0
1558,28034.37738441457,15030.506722919688,2041.603548184192,26161.474476492378,16316.933967194655,8421.092597371564,30981.204240438612,13493.519926481189,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,77000.0,18000.0,77900.0
1559,28018.48466041035,15056.539200434765,2070.4387228698206,25986.75711751894,16161.71272239282,8241.342068537342,31442.6081171801,13281.510721332077,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,77000.0,19000.0,77950.0
1560,28031.043694111893,15000.814301912187,2084.9545628927413,26060.45612692625,16200.338251835898,8620.052688021126,30918.10537303949,13561.308526520143,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,0.0,78000.0
1561,27985.72294508505,15031.211469729315,2125.5527347217962,25697.05815364448,16351.424819259812,8539.977006542937,30877.135669519175,13363.577523283619,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,1000.0,78050.0
1562,28004.416412380953,15022.56223466941,2011.7146557256365,26352.008898235224,16559.476596809105,8457.909448724142,30645.37346250765,13231.502992453174,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,2000.0,78100.0
1563,28016.065213053887,15014.458611782704,2046.9649013479882,26154.83007986369,16058.830479689765,8466.187693668015,31136.853435874527,13594.36593513441,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,3000.0,78150.0
1564,27991.90583283966,14990.115330107343,2055.356250192693,25936.32272847788,16152.787041073072,8399.13710438728,31075.59250459858,13265.432713380564,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,4000.0,78200.0
1565,27969.93371156263,15081.42184197729,2028.178309362119,25786.67136694287,16796.483534005067,8645.387401424929,30884.20686385893,13505.872519298004,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,5000.0,78250.0
1566,28031.577188542222,15065.047223727599,2103.7912792867523,25780.695552555844,16226.85528323311,8083.195509589016,30990.9922777642,13388.01266272652,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,6000.0,78300.0
1567,28001.37531330104,15038.733403004304,2076.647969134104,25893.36383846386,16385.755835984688,9055.246481355556,30823.930917025384,13395.953366527652,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,7000.0,78350.0
1568,28068.199556788604,15024.3686354663,2036.854406183861,26630.294502245666,16452.215958726694,8659.176348076453,30720.374203667252,13324.753488934626,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,8000.0,78400.0
1569,28033.7437369656,15094.207281603,2086.1699607492774,26071.20765835759,16274.938883635197,8416.667270010814,30767.97007753289,13231.808225307488,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,9000.0,78450.0
1570,28005.079550127328,15058.932937122901,2094.261595461833,26195.661810644706,16431.121232397792,8419.928390404588,31001.26138430001,13574.008230719593,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,10000.0,78500.0
1571,28025.513545581944,15025.175065741776,2068.8041494803265,25705.351034971252,16421.06489188127,8568.081188465068,31042.90740420573,13151.033719398882,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,11000.0,78550.0
1572,28065.21280538298,15025.138605865748,2078.0780188222734,26067.62538186545,16169.255906705488,8389.697411998537,30686.106491498533,13390.735065106777,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,12000.0,78600.0
1573,28031.604417313367,15104.10049586263,2043.0943194258998,25876.653526901064,17088.37804156752,8310.35440320147,30414.454112571362,13309.009757248305,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,13000.0,78650.0
1574,28060.66067715373,15000.675619061192,2056.653024354368,25946.949449394273,16399.319844452562,8983.522990552281,30608.53752013267,13285.689376688235,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,14000.0,78700.0
1575,28069.38555744772,14990.11295227189,2078.2249618568126,26001.159427658884,16555.426727831287,8242.963876895195,30640.752931057483,13343.425198657445,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,15000.0,78750.0
1576,27986.911571621218,15038.465279926138,2064.5348886482834,25852.035829161396,16254.844010671512,9292.605821410303,30581.89348115717,13106.433557994435,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,16000.0,78800.0
1577,28066.53337716287,15012.421761943031,2067.346106852475,26719.900651821103,16230.734039785031,8599.39265487677,30637.387913856885,13472.899051491408,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,17000.0,78850.0
1578,28069.31585943421,15035.996032446174,2078.125550261237,25937.87022052512,16230.873693723002,8487.965635823924,30577.504951874733,13346.796990846158,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,18000.0,78900.0
1579,27991.232700878973,15096.849233708728,2073.123887387887,26063.21795399209,16372.460907895007,8548.41259219024,30894.183878355714,13444.958486778649,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,78000.0,19000.0,78950.0
1580,28009.96363492813,15001.063968899536,2083.988168655961,25859.87614465268,16588.39940328078,8701.72660671787,30673.982046907746,13485.782329265805,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,0.0,79000.0
1581,27996.822199601174,15037.065982594122,2060.032534081842,25991.10015450736,16273.854231044925,8512.788611777885,30880.534778513887,13526.663366276829,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,1000.0,79050.0
1582,28038.15463608738,15003.897713463368,2033.0831776630305,25846.440713587268,16385.72638511304,8920.496389420634,30841.295871194703,13242.198762505535,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,2000.0,79100.0
1583,28009.243299187692,15100.338375491487,2046.214319100208,26481.097409196867,16322.545280603823,8404.948709736675,30772.62723272345,13039.903812549344,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,3000.0,79150.0
1584,28027.41024927796,15047.223865583057,2047.696434794722,26001.882113808664,16376.950768812269,8600.349207790307,30881.493616122272,13487.882642940329,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,4000.0,79200.0
1585,28058.38287141283,15022.060869183822,2074.037359527056,25870.615455118103,16154.392550446157,8299.997698196725,30770.142016567585,13092.105886673395,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,5000.0,79250.0
1586,28045.597978061385,15008.717915189898,2062.284604904716,25882.15494563692,16267.583780867008,8883.585368484071,30967.98470968599,13348.476231164217,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,6000.0,79300.0
1587,27995.144085514665,15023.394171482074,2004.9788921743232,26032.192684908972,16373.598582421795,8385.169346996925,30766.691127748112,13118.699725362972,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,7000.0,79350.0
1588,27993.00364037597,15082.02953887165,2123.585688004248,25785.575017898558,15975.178221172497,8236.33106247604,30706.51531231041,13385.595738786717,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,8000.0,79400.0
1589,28011.26674429155,15102.658374908997,2053.118038986652,25813.005029609245,15983.9914556956,8455.553180503204,31260.514226924963,13305.903990584196,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,9000.0,79450.0
1590,27961.57792876149,14999.43857203163,2113.1901279338167,26274.37124073987,16166.940674399424,8295.907614234595,30551.308342791515,13849.656957527588,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,10000.0,79500.0
1591,28017.32429942785,15015.834977909544,2053.0147141842763,25809.655021061644,16221.604793705286,8336.096802762306,30720.34746357017,13505.876328740125,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,11000.0,79550.0
1592,28076.350321204984,15011.385041636926,2113.6733100123065,25635.141864066893,16305.06278929499,8388.800724451768,30579.750566870804,13162.304161533959,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,12000.0,79600.0
1593,28007.901884245875,15006.122500276078,2057.937011975099,25823.23676079435,16047.093687255827,8245.446645733293,30609.909317354202,13306.605505017109,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,13000.0,79650.0
1594,28011.58446596592,15023.473159546056,2033.6295164579074,25721.448228203146,16405.920099567185,8504.26414673546,30735.381085324905,13733.752362247855,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,14000.0,79700.0
1595,28025.195772137446,15011.325689942469,2050.999491827393,26141.7784664336,16618.757100337727,8461.092140617298,30710.24576250345,13612.217795953295,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,15000.0,79750.0
1596,28026.19715312467,14975.929098707344,2096.4433852339907,25779.122796672294,16371.60164542436,8335.742910951534,30735.71770916032,13207.80194549862,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,16000.0,79800.0
1597,28000.032797811364,15033.37710316535,2081.8323572394493,25741.595377220277,16326.417206066324,8736.033571213335,31098.37540861644,13078.109739018113,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,17000.0,79850.0
1598,27969.635433292824,14990.855399516628,2105.7730447125005,25798.9734933611,16452.883573157076,8451.430503324216,30931.04806790758,13368.953729099214,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,18000.0,79900.0
1599,28031.985976643704,15030.374980846796,2074.602974142932,25831.34979251276,16478.078790916068,8283.09762918875,30768.687792158365,13587.65542537742,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,79000.0,19000.0,79950.0
1600,28062.1966555765,15073.501855379645,2041.3146085992241,25881.12726367487,16157.915748357422,8687.423278980315,30807.422011683186,13141.527614952407,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,0.0,80000.0
1601,28043.07381325152,15004.194938324248,2052.108331304106,25869.087865686437,16173.014418193428,8710.487274219542,30875.110267074055,13311.347130437132,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,1000.0,80050.0
1602,28025.475815074507,15013.68546315943,2045.0235751832658,25688.34221758564,16648.24521998738,8657.760042240563,30821.188309013312,13157.927411442539,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,2000.0,80100.0
1603,28026.040649567527,15056.835314774411,2006.4507997441901,25968.30866954626,15954.8696081286,9270.672113125636,30950.79069496948,13320.95520623377,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,3000.0,80150.0
1604,27995.41934841695,15054.03558627569,2040.8503598108073,25890.691388697098,16292.722571473501,8562.91555503656,31285.573382325383,13310.009306547321,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,4000.0,80200.0
1605,27982.58330199448,15048.016166235328,2066.811369068148,25842.009350674172,16426.187961278752,8080.795769951606,30887.53211483107,13286.724644813034,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,5000.0,80250.0
1606,28027.6987195146,15068.252473126735,2052.753947142668,26060.70475925872,16175.084121033975,8320.070541028208,30920.247483267118,13194.29564247444,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,6000.0,80300.0
1607,28039.49382345058,15020.008013963612,2042.314801488835,25598.219973976025,16589.60619165901,8584.066191075515,30828.933900149997,13143.319836358916,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,7000.0,80350.0
1608,28077.413643077147,15013.601370884016,2118.656621803465,26100.28339848033,16183.89402005013,8571.464323254508,30670.5851904406,13214.728619532854,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,8000.0,80400.0
1609,28064.5805545643,15041.523537953835,2027.09276183168,25875.898633793495,16352.48263098369,8351.546161325523,30566.424802124864,13306.518131947785,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,9000.0,80450.0
1610,28008.759039178105,15079.757693272737,2032.195606582881,25893.394809395024,16102.367068851465,8226.070139006215,30835.24906086988,13152.456167033315,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,10000.0,80500.0
1611,28060.353257923438,15090.72739668462,2064.996588715927,25976.95046574059,16466.709191664508,8130.088830873263,30941.328617108607,13169.392189137576,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,11000.0,80550.0
1612,28030.24843693392,15021.136990089197,2055.8651709304077,25724.816641339457,16443.545536352805,8577.525218481622,30520.533330912174,13563.787950254935,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,12000.0,80600.0
1613,28065.07984801384,15037.362262268998,2079.8533400884257,26096.34480409353,16179.510515057518,8538.572522170913,30936.031924289568,13576.083525380549,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,13000.0,80650.0
1614,28038.82759299033,15015.783517616284,2079.7907620141796,25720.753045260342,16005.98075304471,8699.943159736014,30651.595834431628,13315.266725013127,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,14000.0,80700.0
1615,27998.14615557967,14942.455701480862,2031.1987536964725,26111.355524828083,16123.807271625377,8448.80089575128,30880.269055972763,13447.488288830313,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,15000.0,80750.0
1616,28053.5529276018,15051.815200792755,2022.6296418656475,26148.533318450638,16260.643589410869,9055.142276760012,30636.331441181213,13996.386342632279,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,16000.0,80800.0
1617,28035.029709109,15051.052097964806,2087.8099343750946,25895.826182936184,16322.743687443734,8350.640808506732,30763.065636648847,13367.921433516036,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,17000.0,80850.0
1618,27998.03800682557,14942.762664746439,2096.4076834259504,25945.17404919366,16099.681762657998,8375.865257738107,30848.494011832154,13378.406455616148,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,18000.0,80900.0
1619,27994.79901419913,15049.404292552475,2037.5581056633446,25865.116929306572,16636.126802572297,8419.567600414748,30728.87138775728,13520.749404771304,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,80000.0,19000.0,80950.0
1620,27997.823851218414,15019.251783193502,2070.724270900515,26022.16633389873,16094.851468902867,8303.42901415209,30621.498221627808,13409.925416126705,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,0.0,81000.0
1621,28030.28790295305,14985.087618916272,2058.4509509536156,26336.247392282967,16492.516987734798,8282.023978189027,30787.01238701637,13330.432649093704,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,1000.0,81050.0
1622,28028.923047524,15022.681902948518,2034.290513128244,26178.749865934315,16720.53573007505,8786.573051007728,30521.052334222142,13425.933590706538,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,2000.0,81100.0
1623,28019.613067011134,14991.641274331248,2050.731836053516,25930.865746181153,16284.226200086263,8420.55804251118,30872.69279220588,13910.72855499502,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,3000.0,81150.0
1624,28022.20053335304,15067.621966877103,2080.2008841343936,25794.39155615364,16683.00266622451,8651.096956478097,30733.703867063006,13604.440700982597,28017.8514522438,15033.296378372908,2061.5528128088304,25597.851472340408,15976.545308670458,8139.410298049853,30423.839336941026,12971.121771072849,LOS,LOS,LOS,NLOS,NLOS,NLOS,NLOS,NLOS,81000.0,4000.0,81200.0
